ID_Transaccion,Fecha,Producto,Categoria,Ciudad,Cantidad,Precio_Unitario,Costo_Unitario,Descuento_pct,Costo_Envio,Ingreso_Total,Costo_Total,Utilidad_Neta
1082,2023-11-24,Laptop Gamer Z,Laptops,Cali,2,2500,1800,0.4,200,3000.0,3800,-800.0
1373,2023-11-06,Laptop Gamer Z,Laptops,Medellín,1,2500,1800,0.0,180,2500.0,1980,520.0
1016,2023-10-09,Laptop Gamer Z,Laptops,Bogotá,4,2500,1800,0.0,150,10000.0,7350,2650.0
1108,2023-09-03,Smartwatch Q,Wearables,Barranquilla,1,300,180,0.0,220,300.0,400,-100.0
1300,2023-09-13,Smartphone Pro X,Smartphones,Leticia,3,800,550,0.0,1650,2400.0,3300,-900.0
1193,2023-09-14,Laptop Gamer Z,Laptops,Medellín,2,2500,1800,0.0,150,5000.0,3750,1250.0
1121,2023-10-28,Smartwatch Q,Wearables,Medellín,4,300,180,0.0,180,1200.0,900,300.0
1501,2023-11-24,Smartwatch Q,Wearables,Bogotá,4,300,180,0.6,150,480.0,870,-390.0
1604,2023-11-24,Audifonos Bluetooth,Audio,Barranquilla,3,450,250,0.6,220,540.0,970,-430.0
1244,2023-11-14,Audifonos Bluetooth,Audio,Cali,3,450,250,0.2,200,1080.0,950,130.0
1580,2023-11-24,Smartwatch Q,Wearables,Cali,1,300,180,0.6,200,120.0,380,-260.0
1267,2023-09-15,Laptop Gamer Z,Laptops,Bogotá,1,2500,1800,0.1,150,2250.0,1950,300.0
1614,2023-11-24,Smartwatch Q,Wearables,Bogotá,4,300,180,0.5,150,600.0,870,-270.0
1165,2023-10-21,Smartwatch Q,Wearables,Cartagena,4,300,180,0.0,250,1200.0,970,230.0
1346,2023-11-13,Smartphone Pro X,Smartphones,Barranquilla,1,800,550,0.0,220,800.0,770,30.0
1329,2023-10-10,Smartphone Pro X,Smartphones,Medellín,4,800,550,0.0,180,3200.0,2380,820.0
1384,2023-11-27,Laptop Gamer Z,Laptops,Cali,3,2500,1800,0.42,200,4350.000000000001,5600,-1249.999999999999
1125,2023-11-05,Smartwatch Q,Wearables,Cartagena,2,300,180,0.0,250,600.0,610,-10.0
1034,2023-11-11,Laptop Gamer Z,Laptops,Bogotá,1,2500,1800,0.0,150,2500.0,1950,550.0
1009,2023-09-08,Laptop Gamer Z,Laptops,Leticia,2,2500,1800,0.0,1650,5000.0,5250,-250.0
1572,2023-11-24,Audifonos Bluetooth,Audio,Cartagena,2,450,250,0.5,250,450.0,750,-300.0
1634,2023-11-24,Smartphone Pro X,Smartphones,Medellín,1,800,550,0.5,180,400.0,730,-330.0
1448,2023-10-31,Smartwatch Q,Wearables,Leticia,3,300,180,0.0,1650,900.0,2190,-1290.0
1383,2023-10-26,Audifonos Bluetooth,Audio,Medellín,3,450,250,0.0,180,1350.0,930,420.0
1019,2023-09-02,Smartphone Pro X,Smartphones,Leticia,3,800,550,0.0,1650,2400.0,3300,-900.0
1171,2023-09-13,Audifonos Bluetooth,Audio,Cali,3,450,250,0.0,200,1350.0,950,400.0
1115,2023-11-19,Laptop Gamer Z,Laptops,Cali,2,2500,1800,0.15,200,4250.0,3800,450.0
1163,2023-09-19,Laptop Gamer Z,Laptops,Cartagena,4,2500,1800,0.0,250,10000.0,7450,2550.0
1258,2023-11-21,Laptop Gamer Z,Laptops,Cali,3,2500,1800,0.0,200,7500.0,5600,1900.0
1310,2023-09-29,Laptop Gamer Z,Laptops,Barranquilla,1,2500,1800,0.0,220,2500.0,2020,480.0
1518,2023-11-24,Smartwatch Q,Wearables,Bogotá,1,300,180,0.6,150,120.0,330,-210.0
1356,2023-11-07,Smartphone Pro X,Smartphones,Cartagena,3,800,550,0.0,250,2400.0,1900,500.0
1521,2023-11-24,Smartwatch Q,Wearables,Medellín,1,300,180,0.4,180,180.0,360,-180.0
1423,2023-10-23,Audifonos Bluetooth,Smartphones,Medellín,4,450,250,0.15,180,1530.0,1180,350.0
1422,2023-11-22,Smartwatch Q,Wearables,Cartagena,4,300,180,0.0,250,1200.0,970,230.0
1320,2023-09-11,Laptop Gamer Z,Laptops,Cali,2,2500,1800,0.0,200,5000.0,3800,1200.0
1471,2023-09-23,Smartwatch Q,Wearables,Leticia,3,300,180,0.0,1650,900.0,2190,-1290.0
1431,2023-10-05,Audifonos Bluetooth,Audio,Leticia,3,450,250,0.0,1650,1350.0,2400,-1050.0
1388,2023-11-15,Smartwatch Q,Wearables,Leticia,4,300,180,0.0,1650,1200.0,2370,-1170.0
1410,2023-11-26,Smartwatch Q,Wearables,Leticia,4,300,180,0.4,1650,720.0,2370,-1650.0
1049,2023-11-18,Audifonos Bluetooth,Audio,Cartagena,2,450,250,0.0,250,900.0,750,150.0
1181,2023-09-12,Audifonos Bluetooth,Audio,Barranquilla,2,450,250,0.0,220,900.0,720,180.0
1158,2023-11-14,Smartwatch Q,Wearables,Bogotá,4,300,180,0.0,150,1200.0,870,330.0
1047,2023-10-22,Smartwatch Q,Wearables,Bogotá,2,300,180,0.0,150,600.0,510,90.0
1377,2023-10-04,Smartwatch Q,Wearables,Cartagena,2,300,180,0.0,250,600.0,610,-10.0
1118,2023-10-06,Smartphone Pro X,Smartphones,Bogotá,2,800,550,0.0,150,1600.0,1250,350.0
1044,2023-11-23,Laptop Gamer Z,Laptops,Bogotá,1,2500,1800,0.0,150,2500.0,1950,550.0
1413,2023-09-17,Laptop Gamer Z,Laptops,Cartagena,3,2500,1800,0.15,250,6375.0,5650,725.0
1074,2023-10-04,Laptop Gamer Z,Laptops,Leticia,2,2500,1800,0.0,1650,5000.0,5250,-250.0
1331,2023-10-29,Smartwatch Q,Wearables,Cali,1,300,180,0.0,200,300.0,380,-80.0
1601,2023-11-24,Smartphone Pro X,Smartphones,Medellín,4,800,550,0.6,180,1280.0,2380,-1100.0
1516,2023-11-24,Smartwatch Q,Wearables,Cartagena,3,300,180,0.4,250,540.0,790,-250.0
1273,2023-09-17,Audifonos Bluetooth,Audio,Cartagena,1,450,250,0.0,250,450.0,500,-50.0
1588,2023-11-24,Audifonos Bluetooth,Audio,Barranquilla,3,450,250,0.5,220,675.0,970,-295.0
1394,2023-10-24,Audifonos Bluetooth,Audio,Medellín,2,450,250,0.0,180,900.0,680,220.0
1563,2023-11-24,Laptop Gamer Z,Laptops,Cartagena,2,2500,1800,0.6,250,2000.0,3850,-1850.0
1610,2023-11-24,Laptop Gamer Z,Laptops,Bogotá,2,2500,1800,0.4,150,3000.0,3750,-750.0
1228,2023-09-07,Smartphone Pro X,Smartphones,Leticia,4,800,550,0.15,1650,2720.0,3850,-1130.0
1584,2023-11-24,Smartwatch Q,Wearables,Cali,1,300,180,0.5,200,150.0,380,-230.0
1361,2023-10-16,Laptop Gamer Z,Laptops,Barranquilla,3,2500,1800,0.0,220,7500.0,5620,1880.0
1414,2023-09-18,Smartwatch Q,Wearables,Barranquilla,2,300,180,0.15,220,510.0,580,-70.0
1587,2023-11-24,Smartwatch Q,Wearables,Cartagena,3,300,180,0.4,250,540.0,790,-250.0
1207,2023-10-02,Laptop Gamer Z,Laptops,Medellín,2,2500,1800,0.05,180,4750.0,3780,970.0
1192,2023-11-13,Smartphone Pro X,Smartphones,Bogotá,2,800,550,0.0,150,1600.0,1250,350.0
1400,2023-09-08,Smartwatch Q,Wearables,Bogotá,1,300,180,0.0,150,300.0,330,-30.0
1375,2023-09-13,Smartwatch Q,Wearables,Medellín,3,300,180,0.0,180,900.0,720,180.0
1098,2023-09-10,Audifonos Bluetooth,Audio,Cartagena,2,450,250,0.0,250,900.0,750,150.0
1119,2023-11-15,Smartphone Pro X,Smartphones,Cartagena,2,800,550,0.0,250,1600.0,1350,250.0
1352,2023-09-08,Audifonos Bluetooth,Audio,Leticia,2,450,250,0.0,1650,900.0,2150,-1250.0
1202,2023-09-29,Smartwatch Q,Wearables,Medellín,1,300,180,0.0,180,300.0,360,-60.0
1481,2023-11-29,Smartphone Pro X,Smartphones,Bogotá,4,800,550,0.45,150,1760.0000000000002,2350,-589.9999999999998
1494,2023-09-01,Audifonos Bluetooth,Audio,Bogotá,3,450,250,0.0,150,1350.0,900,450.0
1140,2023-11-24,Smartwatch Q,Wearables,Leticia,4,300,180,0.42,1650,696.0000000000001,2370,-1674.0
1199,2023-11-23,Smartphone Pro X,Smartphones,Barranquilla,4,800,550,0.2,220,2560.0,2420,140.0
1376,2023-11-03,Smartphone Pro X,Smartphones,Cartagena,1,800,550,0.0,250,800.0,800,0.0
1282,2023-09-15,Smartwatch Q,Wearables,Cali,2,300,180,0.0,200,600.0,560,40.0
1420,2023-09-29,Audifonos Bluetooth,Audio,Medellín,4,450,250,0.0,180,1800.0,1180,620.0
1473,2023-09-13,Audifonos Bluetooth,Audio,Cali,1,450,250,0.0,200,450.0,450,0.0
1178,2023-10-24,Audifonos Bluetooth,Audio,Cartagena,2,450,250,0.0,250,900.0,750,150.0
1405,2023-11-14,Audifonos Bluetooth,Audio,Medellín,1,450,250,0.0,180,450.0,430,20.0
1294,2023-09-12,Laptop Gamer Z,Laptops,Cali,1,2500,1800,0.0,200,2500.0,2000,500.0
1443,2023-09-01,Smartphone Pro X,Smartphones,Medellín,4,800,550,0.0,180,3200.0,2380,820.0
1565,2023-11-24,Audifonos Bluetooth,Audio,Barranquilla,1,450,250,0.5,220,225.0,470,-245.0
1349,2023-09-05,Audifonos Bluetooth,Audio,Medellín,1,450,250,0.15,180,382.5,430,-47.5
1236,2023-09-28,Smartwatch Q,Wearables,Bogotá,4,300,180,0.0,150,1200.0,870,330.0
1309,2023-09-20,Audifonos Bluetooth,Audio,Leticia,3,450,250,0.0,1650,1350.0,2400,-1050.0
1527,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,3,800,550,0.5,250,1200.0,1900,-700.0
1503,2023-11-24,Audifonos Bluetooth,Audio,Cartagena,2,450,250,0.4,250,540.0,750,-210.0
1419,2023-10-06,Audifonos Bluetooth,Audio,Cali,4,450,250,0.05,200,1710.0,1200,510.0
1325,2023-10-27,Audifonos Bluetooth,Audio,Medellín,1,450,250,0.0,180,450.0,430,20.0
1330,2023-09-25,Laptop Gamer Z,Laptops,Leticia,4,2500,1800,0.15,1650,8500.0,8850,-350.0
1386,2023-09-15,Smartwatch Q,Wearables,Bogotá,2,300,180,0.0,150,600.0,510,90.0
1396,2023-10-03,Laptop Gamer Z,Laptops,Barranquilla,2,2500,1800,0.0,220,5000.0,3820,1180.0
1106,2023-09-13,Audifonos Bluetooth,Audio,Cali,3,450,250,0.0,200,1350.0,950,400.0
1529,2023-11-24,Smartwatch Q,Wearables,Medellín,4,300,180,0.6,180,480.0,900,-420.0
1323,2023-10-27,Laptop Gamer Z,Laptops,Cali,3,2500,1800,0.0,200,7500.0,5600,1900.0
1585,2023-11-24,Smartphone Pro X,Smartphones,Bogotá,2,800,550,0.5,150,800.0,1250,-450.0
1022,2023-11-08,Smartwatch Q,Wearables,Leticia,4,300,180,0.05,1650,1140.0,2370,-1230.0
1110,2023-09-21,Smartwatch Q,Wearables,Bogotá,4,300,180,0.0,150,1200.0,870,330.0
1459,2023-10-14,Audifonos Bluetooth,Audio,Barranquilla,1,450,250,0.0,220,450.0,470,-20.0
1452,2023-11-10,Audifonos Bluetooth,Audio,Medellín,3,450,250,0.05,180,1282.5,930,352.5
1342,2023-10-03,Smartphone Pro X,Smartphones,Cali,4,800,550,0.0,200,3200.0,2400,800.0
1132,2023-10-04,Audifonos Bluetooth,Audio,Leticia,2,450,250,0.0,1650,900.0,2150,-1250.0
1393,2023-10-27,Audifonos Bluetooth,Audio,Cartagena,4,450,250,0.0,250,1800.0,1250,550.0
1117,2023-09-20,Smartwatch Q,Wearables,Bogotá,3,300,180,0.0,150,900.0,690,210.0
1161,2023-10-18,Smartphone Pro X,Smartphones,Bogotá,3,800,550,0.0,150,2400.0,1800,600.0
1278,2023-11-04,Smartphone Pro X,Smartphones,Leticia,2,800,550,0.0,1650,1600.0,2750,-1150.0
1605,2023-11-24,Smartwatch Q,Wearables,Bogotá,4,300,180,0.4,150,720.0,870,-150.0
1097,2023-09-16,Smartwatch Q,Wearables,Medellín,2,300,180,0.0,180,600.0,540,60.0
1382,2023-11-25,Laptop Gamer Z,Laptops,Cartagena,4,2500,1800,0.45,250,5500.0,7450,-1950.0
1006,2023-10-29,Laptop Gamer Z,Laptops,Bogotá,1,2500,1800,0.0,150,2500.0,1950,550.0
1066,2023-09-04,Laptop Gamer Z,Laptops,Medellín,2,2500,1800,0.0,180,5000.0,3780,1220.0
1469,2023-09-26,Smartphone Pro X,Smartphones,Cali,3,800,550,0.15,200,2040.0,1850,190.0
1387,2023-10-13,Laptop Gamer Z,Laptops,Leticia,3,2500,1800,0.2,1650,6000.0,7050,-1050.0
1308,2023-09-06,Audifonos Bluetooth,Audio,Cartagena,3,450,250,0.0,250,1350.0,1000,350.0
1508,2023-11-24,Audifonos Bluetooth,Audio,Medellín,2,450,250,0.6,180,360.0,680,-320.0
1416,2023-10-21,Audifonos Bluetooth,Audio,Medellín,2,450,250,0.0,180,900.0,680,220.0
1636,2023-11-24,Audifonos Bluetooth,Audio,Barranquilla,2,450,250,0.6,220,360.0,720,-360.0
1287,2023-11-25,Laptop Gamer Z,Laptops,Leticia,4,2500,1800,0.4,1650,6000.0,8850,-2850.0
1157,2023-10-20,Laptop Gamer Z,Laptops,Medellín,4,2500,1800,0.0,180,10000.0,7380,2620.0
1363,2023-10-03,Smartphone Pro X,Smartphones,Barranquilla,1,800,550,0.0,220,800.0,770,30.0
1151,2023-11-20,Smartwatch Q,Wearables,Bogotá,3,300,180,0.0,150,900.0,690,210.0
1251,2023-09-19,Laptop Gamer Z,Laptops,Cali,1,2500,1800,0.0,200,2500.0,2000,500.0
1482,2023-11-06,Smartwatch Q,Wearables,Cartagena,1,300,180,0.0,250,300.0,430,-130.0
1234,2023-09-10,Audifonos Bluetooth,Audio,Medellín,1,450,250,0.0,180,450.0,430,20.0
1145,2023-11-13,Smartwatch Q,Wearables,Leticia,2,300,180,0.0,1650,600.0,2010,-1410.0
1067,2023-11-27,Audifonos Bluetooth,Audio,Cartagena,3,450,250,0.45,250,742.5000000000001,1000,-257.4999999999999
1052,2023-09-11,Audifonos Bluetooth,Audio,Barranquilla,1,450,250,0.0,220,450.0,470,-20.0
1464,2023-10-18,Smartwatch Q,Wearables,Cartagena,1,300,180,0.0,250,300.0,430,-130.0
1532,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,3,800,550,0.4,250,1440.0,1900,-460.0
1536,2023-11-24,Smartwatch Q,Wearables,Cali,4,300,180,0.6,200,480.0,920,-440.0
1593,2023-11-24,Smartphone Pro X,Smartphones,Bogotá,2,800,550,0.6,150,640.0,1250,-610.0
1218,2023-11-13,Audifonos Bluetooth,Audio,Bogotá,4,450,250,0.05,150,1710.0,1150,560.0
1013,2023-10-24,Audifonos Bluetooth,Audio,Cali,1,450,250,0.0,200,450.0,450,0.0
1522,2023-11-24,Audifonos Bluetooth,Audio,Barranquilla,2,450,250,0.5,220,450.0,720,-270.0
1139,2023-09-06,Smartphone Pro X,Smartphones,Bogotá,1,800,550,0.0,150,800.0,700,100.0
1484,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,3,800,550,0.45,250,1320.0,1900,-580.0
1608,2023-11-24,Audifonos Bluetooth,Audio,Cartagena,2,450,250,0.6,250,360.0,750,-390.0
1176,2023-10-06,Laptop Gamer Z,Laptops,Cali,2,2500,1800,0.0,200,5000.0,3800,1200.0
1058,2023-11-22,Smartwatch Q,Wearables,Leticia,2,300,180,0.05,1650,570.0,2010,-1440.0
1362,2023-10-06,Smartwatch Q,Wearables,Bogotá,3,300,180,0.0,150,900.0,690,210.0
1029,2023-10-11,Laptop Gamer Z,Laptops,Cartagena,4,2500,1800,0.0,250,10000.0,7450,2550.0
1637,2023-11-24,Audifonos Bluetooth,Audio,Cali,1,450,250,0.5,200,225.0,450,-225.0
1379,2023-09-28,Smartphone Pro X,Smartphones,Medellín,3,800,550,0.0,180,2400.0,1830,570.0
1136,2023-11-24,Smartphone Pro X,Smartphones,Bogotá,2,800,550,0.42,150,928.0000000000001,1250,-321.9999999999999
1256,2023-11-05,Audifonos Bluetooth,Audio,Leticia,4,450,250,0.0,1650,1800.0,2650,-850.0
1515,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,1,800,550,0.6,250,320.0,800,-480.0
1173,2023-11-10,Smartphone Pro X,Smartphones,Cartagena,2,800,550,0.0,250,1600.0,1350,250.0
1007,2023-10-26,Smartphone Pro X,Smartphones,Medellín,4,800,550,0.15,180,2720.0,2380,340.0
1409,2023-09-13,Audifonos Bluetooth,Audio,Medellín,4,450,250,0.0,180,1800.0,1180,620.0
1084,2023-11-03,Laptop Gamer Z,Laptops,Barranquilla,2,2500,1800,0.0,220,5000.0,3820,1180.0
1028,2023-11-27,Laptop Gamer Z,Laptops,Leticia,4,2500,1800,0.4,1650,6000.0,8850,-2850.0
