ID_Transaccion,Fecha,Producto,Categoria,Ciudad,Cantidad,Precio_Unitario,Costo_Unitario,Descuento_pct,Costo_Envio
1493,2023-10-07,Laptop Gamer Z,Laptops,Cali,3.0,2500,1800,0.0,200
1507,2023-11-24,Smartwatch Q,Wearables,Bogotá,4.0,300,180,0.6,150
1081,2023-10-17,Audifonos Bluetooth,Audio,cartagena,1.0,450,250,0.0,200
1212,2023-09-25,Audifonos Bluetooth,Audio,Barranquilla,2.0,450,250,0.0,220
1537,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,3.0,800,550,0.6,250
1428,2023-11-21,Laptop Gamer Z,Laptops,Leticia,3.0,2500,1800,0.0,1650
1581,2023-11-24,Smartphone Pro X,Smartphones,Bogotá,2.0,800,550,0.4,150
1235,2023-10-28,Audifonos Bluetooth,Audio,Barranquilla,1.0,450,250,0.0,220
1616,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,3.0,800,550,0.6,250
1100,2023-09-14,Smartphone Pro X,Smartphones,Barranquilla,2.0,800,550,0.1,220
1620,2023-11-24,Smartphone Pro X,Smartphones,Bogotá,4.0,800,550,0.6,150
1257,2023-09-15,Audifonos Bluetooth,Audio,Cali,3.0,450,250,0.05,200
1141,2023-11-13,Audifonos Bluetooth,Audio,barranquilla,3.0,450,250,0.0,220
1182,2023-10-27,Audifonos Bluetooth,Audio,Cali,3.0,450,250,0.0,200
1037,2023-10-06,Laptop Gamer Z,Laptops,Medellín,4.0,2500,1800,0.0,180
1582,2023-11-24,Smartphone Pro X,Smartphones,Bogotá,1.0,800,550,0.6,150
1175,2023-09-04,Smartwatch Q,Wearables,Cali,3.0,300,180,0.15,200
1187,2023-11-12,Laptop Gamer Z,Laptops,Bogotá,1.0,2500,1800,0.0,150
1198,2023-11-25,Smartphone Pro X,Smartphones,Barranquilla,1.0,800,550,0.45,220
1403,2023-09-08,Smartphone Pro X,Laptop,Bogotá,1.0,800,550,0.0,150
1646,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,3.0,800,550,0.6,250
1454,2023-11-18,Smartwatch Q,Wearables,Leticia,4.0,300,180,0.0,1650
1311,2023-11-30,Smartwatch Q,Wearables,Cartagena,3.0,300,180,0.4,250
1101,2023-09-21,Smartwatch Q,Wearables,Cartagena,2.0,300,180,0.0,250
1368,2023-10-11,Laptop Gamer Z,Laptops,Medellín,4.0,2500,1800,0.0,180
1264,2023-11-19,Audifonos Bluetooth,Audio,Cartagena,4.0,450,250,0.0,250
1426,2023-10-26,Smartphone Pro X,Smartphones,Cali,2.0,800,550,0.0,200
1159,2023-10-12,Smartwatch Q,AUDIO,Cartagena,3.0,300,180,0.15,250
1196,2023-10-30,Smartphone Pro X,Smartphones,Medellín,1.0,800,550,0.0,180
1288,2023-10-27,Smartwatch Q,Wearables,Medellín,4.0,300,180,0.15,180
1094,2023-11-14,Smartphone Pro X,Smartphones,Leticia,1.0,800,550,0.0,1650
1445,2023-10-10,Smartwatch Q,Wearables,Barranquilla,4.0,300,180,0.0,220
1542,2023-11-24,Laptop Gamer Z,Laptops,Medellín,1.0,2500,1800,0.4,180
1366,2023-10-10,Smartphone Pro X,Smartphones,Medellín,3.0,800,550,0.05,180
1160,2023-10-26,Laptop Gamer Z,Laptops,Cali,1.0,2500,1800,0.0,200
1298,2023-09-06,Smartphone Pro X,Smartphones,Barranquilla,4.0,800,550,0.0,220
1621,2023-11-24,Laptop Gamer Z,Laptops,Bogotá,3.0,2500,1800,0.6,150
1336,2023-11-29,Audifonos Bluetooth,Audio,Leticia,4.0,450,250,0.45,1650
1432,2023-10-06,Audifonos Bluetooth,Audio,Cartagena,1.0,450,250,0.0,250
1039,2023-11-11,Smartwatch Q,Wearables,Bogotá,4.0,300,180,0.0,150
1180,2023-11-18,Smartphone Pro X,Smartphones,Bogotá,4.0,800,550,0.0,150
1402,2023-10-27,Laptop Gamer Z,Laptops,Bogotá,1.0,2500,1800,0.0,150
1369,2023-09-18,Audifonos Bluetooth,Audio,Bogotá,3.0,450,250,0.0,150
1213,2023-09-22,Smartwatch Q,Wearables,Barranquilla,2.0,300,180,0.05,220
1613,2023-11-24,Smartphone Pro X,Smartphones,BOGOTÁ,2.0,800,550,0.5,150
1306,2023-09-29,Smartwatch Q,Wearables,Bogotá,2.0,300,180,0.0,150
1051,2023-11-30,Smartwatch Q,Wearables,Cartagena,3.0,300,180,0.4,250
1644,2023-11-24,Audifonos Bluetooth,Audio,barranquilla,3.0,450,250,0.6,220
1647,2023-11-24,Audifonos Bluetooth,Audio,Bogotá,2.0,450,250,0.6,150
1075,2023-10-19,Laptop Gamer Z,Laptops,Bogotá,3.0,2500,1800,0.0,150
1237,2023-10-21,Laptop Gamer Z,Laptops,Leticia,2.0,2500,1800,0.0,1650
1082,2023-11-24,Laptop Gamer Z,Laptops,Cali,2.0,2500,1800,0.4,200
1373,2023-11-06,Laptop Gamer Z,Laptops,Medellín,1.0,2500,1800,0.0,180
1016,2023-10-09,Laptop Gamer Z,Laptops,Bogotá,4.0,2500,1800,0.0,150
1108,2023-09-03,Smartwatch Q,Wearables,Barranquilla,1.0,300,180,0.0,220
1300,2023-09-13,Smartphone Pro X,Smartphones,Leticia,3.0,800,550,0.0,1650
1193,2023-09-14,Laptop Gamer Z,Laptops,medellin,2.0,2500,1800,0.0,150
1121,2023-10-28,Smartwatch Q,Wearables,Medellín,4.0,300,180,0.0,180
1501,2023-11-24,Smartwatch Q,Wearables,Bogotá,4.0,300,180,0.6,150
1604,2023-11-24,Audifonos Bluetooth,Audio,Barranquilla,3.0,450,250,0.6,220
1244,2023-11-14,Audifonos Bluetooth,Audio,Cali,3.0,450,250,0.2,200
1580,2023-11-24,Smartwatch Q,Wearables,Cali,1.0,300,180,0.6,200
1267,2023-09-15,Laptop Gamer Z,Laptops,Bogotá,1.0,2500,1800,0.1,150
1614,2023-11-24,Smartwatch Q,Wearables,Bogotá,4.0,300,180,0.5,150
1165,2023-10-21,Smartwatch Q,Wearables,Cartagena,4.0,300,180,0.0,250
1346,2023-11-13,Smartphone Pro X,Smartphones,Barranquilla,1.0,800,550,0.0,220
1329,2023-10-10,Smartphone Pro X,Smartphones,Medellín,4.0,800,550,0.0,180
1384,2023-11-27,Laptop Gamer Z,Laptops,Cali,3.0,2500,1800,0.42,200
1125,2023-11-05,Smartwatch Q,Wearables,Cartagena,2.0,300,180,0.0,250
1034,2023-11-11,Laptop Gamer Z,Laptops,Bogotá,1.0,2500,1800,0.0,150
1009,2023-09-08,Laptop Gamer Z,Laptops,Leticia,2.0,2500,1800,0.0,1650
1572,2023-11-24,Audifonos Bluetooth,Audio,Cartagena,2.0,450,250,0.5,250
1634,2023-11-24,Smartphone Pro X,Smartphones,Medellín,1.0,800,550,0.5,180
1448,2023-10-31,Smartwatch Q,Wearables,Leticia,3.0,300,180,0.0,1650
1383,2023-10-26,Audifonos Bluetooth,Audio,Medellín,3.0,450,250,0.0,180
1019,2023-09-02,Smartphone Pro X,Smartphones,Leticia,3.0,800,550,0.0,1650
1493,2023-10-07,Laptop Gamer Z,Laptops,Cali,3.0,2500,1800,0.0,200
1171,2023-09-13,Audifonos Bluetooth,Audio,Cali,3.0,450,250,0.0,200
1115,2023-11-19,Laptop Gamer Z,Laptops,Cali,2.0,2500,1800,0.15,200
1163,2023-09-19,Laptop Gamer Z,Laptops,Cartagena,4.0,2500,1800,0.0,250
1258,2023-11-21,Laptop Gamer Z,Laptops,Cali,3.0,2500,1800,0.0,200
1310,2023-09-29,Laptop Gamer Z,Laptops,Barranquilla,1.0,2500,1800,0.0,220
1518,2023-11-24,Smartwatch Q,Wearables,Bogotá,1.0,300,180,0.6,150
1356,2023-11-07,Smartphone Pro X,Smartphones,Cartagena,3.0,800,550,0.0,250
1521,2023-11-24,Smartwatch Q,Wearables,Medellín,1.0,300,180,0.4,180
1423,2023-10-23,Audifonos Bluetooth,SMARTPHONES,Medellín,4.0,450,250,0.15,180
1422,2023-11-22,Smartwatch Q,Wearables,Cartagena,4.0,300,180,0.0,250
1320,2023-09-11,Laptop Gamer Z,Laptops,Cali,2.0,2500,1800,0.0,200
1471,2023-09-23,Smartwatch Q,Wearables,Leticia,3.0,300,180,0.0,1650
1431,2023-10-05,Audifonos Bluetooth,Audio,Leticia,3.0,450,250,0.0,1650
1388,2023-11-15,Smartwatch Q,Wearables,Leticia,4.0,300,180,0.0,1650
1410,2023-11-26,Smartwatch Q,Wearables,Leticia,4.0,300,180,0.4,1650
1049,2023-11-18,Audifonos Bluetooth,Audio,Cartagena,2.0,450,250,0.0,250
1181,2023-09-12,Audifonos Bluetooth,Audio,Barranquilla,2.0,450,250,0.0,220
1158,2023-11-14,Smartwatch Q,Wearables,Bogotá,4.0,300,180,0.0,150
1047,2023-10-22,Smartwatch Q,Wearables,Bogotá,2.0,300,180,0.0,150
1377,2023-10-04,Smartwatch Q,Wearables,Cartagena,2.0,300,180,0.0,250
1118,2023-10-06,Smartphone Pro X,Smartphones,Bogotá,2.0,800,550,0.0,150
1044,2023-11-23,Laptop Gamer Z,Laptops,Bogotá,1.0,2500,1800,0.0,150
1413,2023-09-17,Laptop Gamer Z,Laptops,Cartagena,3.0,2500,1800,0.15,250
1074,2023-10-04,Laptop Gamer Z,Laptops,Leticia,2.0,2500,1800,0.0,1650
1331,2023-10-29,Smartwatch Q,Wearables,Cali,1.0,300,180,0.0,200
1601,2023-11-24,Smartphone Pro X,Smartphones,Medellín,4.0,800,550,0.6,180
1516,2023-11-24,Smartwatch Q,Wearables,Cartagena,3.0,300,180,0.4,250
1273,2023-09-17,Audifonos Bluetooth,Audio,Cartagena,1.0,450,250,0.0,250
1588,2023-11-24,Audifonos Bluetooth,Audio,Barranquilla,3.0,450,250,0.5,220
1394,2023-10-24,Audifonos Bluetooth,Audio,Medellín,2.0,450,250,0.0,180
1563,2023-11-24,Laptop Gamer Z,Laptops,Cartagena,2.0,2500,1800,0.6,250
1610,2023-11-24,Laptop Gamer Z,Laptops,Bogotá,2.0,2500,1800,0.4,150
1228,2023-09-07,Smartphone Pro X,Smartphones,Leticia,4.0,800,550,0.15,1650
1584,2023-11-24,Smartwatch Q,Wearables,Cali,1.0,300,180,0.5,200
1361,2023-10-16,Laptop Gamer Z,Laptops,Barranquilla,3.0,2500,1800,0.0,220
1414,2023-09-18,Smartwatch Q,Wearables,Barranquilla,2.0,300,180,0.15,220
1587,2023-11-24,Smartwatch Q,Wearables,Cartagena,3.0,300,180,0.4,250
1207,2023-10-02,Laptop Gamer Z,Laptops,Medellín,2.0,2500,1800,0.05,180
1192,2023-11-13,Smartphone Pro X,Smartphones,Bogotá,2.0,800,550,0.0,150
1400,2023-09-08,Smartwatch Q,Wearables,Bogotá,1.0,300,180,0.0,150
1375,2023-09-13,Smartwatch Q,Wearables,Medellín,3.0,300,180,0.0,180
1098,2023-09-10,Audifonos Bluetooth,Audio,Cartagena,2.0,450,250,0.0,250
1119,2023-11-15,Smartphone Pro X,Smartphones,Cartagena,2.0,800,550,0.0,250
1352,2023-09-08,Audifonos Bluetooth,Audio,Leticia,2.0,450,250,0.0,1650
1202,2023-09-29,Smartwatch Q,Wearables,Medellín,1.0,300,180,0.0,180
1481,2023-11-29,Smartphone Pro X,Smartphones,Bogotá,4.0,800,550,0.45,150
1494,2023-09-01,Audifonos Bluetooth,Audio,Bogotá,3.0,450,250,0.0,150
1140,2023-11-24,Smartwatch Q,Wearables,Leticia,4.0,300,180,0.42,1650
1199,2023-11-23,Smartphone Pro X,Smartphones,Barranquilla,4.0,800,550,0.2,220
1376,2023-11-03,Smartphone Pro X,Smartphones,Cartagena,1.0,800,550,0.0,250
1282,2023-09-15,Smartwatch Q,Wearables,cali,2.0,300,180,0.0,200
1420,2023-09-29,Audifonos Bluetooth,Audio,Medellín,4.0,450,250,0.0,180
1473,2023-09-13,Audifonos Bluetooth,Audio,Cali,1.0,450,250,0.0,200
1178,2023-10-24,Audifonos Bluetooth,Audio,Cartagena,2.0,450,250,0.0,250
1405,2023-11-14,Audifonos Bluetooth,audio,Medellín,1.0,450,250,0.0,180
1294,2023-09-12,Laptop Gamer Z,Laptops,Cali,1.0,2500,1800,0.0,200
1443,2023-09-01,Smartphone Pro X,Smartphones,Medellín,4.0,800,550,0.0,180
1565,2023-11-24,Audifonos Bluetooth,Audio,Barranquilla,1.0,450,250,0.5,220
1349,2023-09-05,Audifonos Bluetooth,Audio,Medellín,1.0,450,250,0.15,180
1236,2023-09-28,Smartwatch Q,Wearables,Bogotá,4.0,300,180,0.0,150
1309,2023-09-20,Audifonos Bluetooth,Audio,Leticia,3.0,450,250,0.0,1650
1527,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,3.0,800,550,0.5,250
1503,2023-11-24,Audifonos Bluetooth,Audio,Cartagena,2.0,450,250,0.4,250
1419,2023-10-06,Audifonos Bluetooth,Audio,Cali,4.0,450,250,0.05,200
1325,2023-10-27,Audifonos Bluetooth,Audio,Medellín,1.0,450,250,0.0,180
1330,2023-09-25,Laptop Gamer Z,Laptops,Leticia,4.0,2500,1800,0.15,1650
1386,2023-09-15,Smartwatch Q,Wearables,Bogotá,2.0,300,180,0.0,150
1396,2023-10-03,Laptop Gamer Z,Laptops,Barranquilla,2.0,2500,1800,0.0,220
1106,2023-09-13,Audifonos Bluetooth,Audio,Cali,3.0,450,250,0.0,200
1529,2023-11-24,Smartwatch Q,Wearables,Medellín,4.0,300,180,0.6,180
1323,2023-10-27,Laptop Gamer Z,Laptops,Cali,3.0,2500,1800,0.0,200
1585,2023-11-24,Smartphone Pro X,Smartphones,Bogotá,2.0,800,550,0.5,150
1022,2023-11-08,Smartwatch Q,Wearables,Leticia,4.0,300,180,0.05,1650
1110,2023-09-21,Smartwatch Q,Wearables,Bogotá,4.0,300,180,0.0,150
1459,2023-10-14,Audifonos Bluetooth,Audio,Barranquilla,1.0,450,250,0.0,220
1452,2023-11-10,Audifonos Bluetooth,Audio,Medellín,3.0,450,250,0.05,180
1342,2023-10-03,Smartphone Pro X,Smartphones,Cali,4.0,800,550,0.0,200
1132,2023-10-04,Audifonos Bluetooth,Audio,Leticia,2.0,450,250,0.0,1650
1393,2023-10-27,Audifonos Bluetooth,Audio,Cartagena,4.0,450,250,0.0,250
1117,2023-09-20,Smartwatch Q,Wearables,Bogotá,3.0,300,180,0.0,150
1161,2023-10-18,Smartphone Pro X,Smartphones,Bogotá,3.0,800,550,0.0,150
1278,2023-11-04,Smartphone Pro X,Smartphones,Leticia,2.0,800,550,0.0,1650
1605,2023-11-24,Smartwatch Q,Wearables,Bogotá,4.0,300,180,0.4,150
1097,2023-09-16,Smartwatch Q,Wearables,Medellín,2.0,300,180,0.0,180
1382,2023-11-25,Laptop Gamer Z,Laptops,Cartagena,4.0,2500,1800,0.45,250
1006,2023-10-29,Laptop Gamer Z,Laptops,Bogotá,1.0,2500,1800,0.0,150
1066,2023-09-04,Laptop Gamer Z,Laptops,Medellín,2.0,2500,1800,0.0,180
1469,2023-09-26,Smartphone Pro X,Smartphones,Cali,3.0,800,550,0.15,200
1387,2023-10-13,Laptop Gamer Z,Laptops,Leticia,3.0,2500,1800,0.2,1650
1308,2023-09-06,Audifonos Bluetooth,Audio,Cartagena,3.0,450,250,0.0,250
1508,2023-11-24,Audifonos Bluetooth,Audio,Medellín,2.0,450,250,0.6,180
1416,2023-10-21,Audifonos Bluetooth,Audio,Medellín,2.0,450,250,0.0,180
1636,2023-11-24,Audifonos Bluetooth,Audio,Barranquilla,2.0,450,250,0.6,220
1287,2023-11-25,Laptop Gamer Z,Laptops,Leticia,4.0,2500,1800,0.4,1650
1157,2023-10-20,Laptop Gamer Z,Laptops,Medellín,4.0,2500,1800,0.0,180
1363,2023-10-03,Smartphone Pro X,Smartphones,Barranquilla,1.0,800,550,0.0,220
1151,2023-11-20,Smartwatch Q,Wearables,Bogotá,3.0,300,180,0.0,150
1251,2023-09-19,Laptop Gamer Z,Laptops,Cali,1.0,2500,1800,0.0,200
1482,2023-11-06,Smartwatch Q,Wearables,Cartagena,1.0,300,180,0.0,250
1234,2023-09-10,Audifonos Bluetooth,Audio,Medellín,1.0,450,250,0.0,180
1145,2023-11-13,Smartwatch Q,Wearables,Leticia,2.0,300,180,0.0,1650
1067,2023-11-27,Audifonos Bluetooth,Audio,Cartagena,3.0,450,250,0.45,250
1052,2023-09-11,Audifonos Bluetooth,Audio,Barranquilla,1.0,450,250,0.0,220
1464,2023-10-18,Smartwatch Q,Wearables,Cartagena,1.0,300,180,0.0,250
1532,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,3.0,800,550,0.4,250
1536,2023-11-24,Smartwatch Q,Wearables,Cali,4.0,300,180,0.6,200
1593,2023-11-24,Smartphone Pro X,Smartphones,Bogotá,2.0,800,550,0.6,150
1218,2023-11-13,Audifonos Bluetooth,Audio,Bogotá,4.0,450,250,0.05,150
1013,2023-10-24,Audifonos Bluetooth,Audio,Cali,1.0,450,250,0.0,200
1522,2023-11-24,Audifonos Bluetooth,Audio,Barranquilla,2.0,450,250,0.5,220
1139,2023-09-06,Smartphone Pro X,Smartphones,Bogotá,1.0,800,550,0.0,150
1484,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,3.0,800,550,0.45,250
1608,2023-11-24,Audifonos Bluetooth,Audio,Cartagena,2.0,450,250,0.6,250
1176,2023-10-06,Laptop Gamer Z,Laptops,Cali,2.0,2500,1800,0.0,200
1058,2023-11-22,Smartwatch Q,Wearables,Leticia,2.0,300,180,0.05,1650
1362,2023-10-06,Smartwatch Q,Wearables,Bogotá,3.0,300,180,0.0,150
1029,2023-10-11,Laptop Gamer Z,Laptops,Cartagena,4.0,2500,1800,0.0,250
1637,2023-11-24,Audifonos Bluetooth,Audio,Cali,1.0,450,250,0.5,200
1379,2023-09-28,Smartphone Pro X,Smartphones,Medellín,3.0,800,550,0.0,180
1136,2023-11-24,Smartphone Pro X,Smartphones,BOGOTÁ,2.0,800,550,0.42,150
1256,2023-11-05,Audifonos Bluetooth,Audio,Leticia,4.0,450,250,0.0,1650
1515,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,1.0,800,550,0.6,250
1173,2023-11-10,Smartphone Pro X,Smartphones,Cartagena,2.0,800,550,0.0,250
1007,2023-10-26,Smartphone Pro X,Smartphones,Medellín,4.0,800,550,0.15,180
1409,2023-09-13,Audifonos Bluetooth,Audio,Medellín,4.0,450,250,0.0,180
1084,2023-11-03,Laptop Gamer Z,Laptops,Barranquilla,2.0,2500,1800,0.0,220
1028,2023-11-27,Laptop Gamer Z,Laptops,Leticia,4.0,2500,1800,0.4,1650
1467,2023-11-02,Audifonos Bluetooth,Audio,Medellín,4.0,450,250,0.15,180
1365,2023-09-20,Smartphone Pro X,Smartphones,Bogotá,2.0,800,550,0.0,150
1546,2023-11-24,Audifonos Bluetooth,Audio,Barranquilla,2.0,450,250,0.6,220
1172,2023-11-08,Smartphone Pro X,Smartphones,Barranquilla,4.0,800,550,0.0,220
1021,2023-09-04,Laptop Gamer Z,Laptops,Cartagena,2.0,2500,1800,0.15,250
1531,2023-11-24,Smartphone Pro X,Smartphones,Medellín,4.0,800,550,0.5,180
1210,2023-10-27,Smartwatch Q,Wearables,Cali,4.0,300,180,0.0,200
1378,2023-10-14,Audifonos Bluetooth,Audio,Cali,3.0,450,250,0.15,200
1340,2023-09-21,Audifonos Bluetooth,Audio,Barranqilla,4.0,450,250,0.0,150
1643,2023-11-24,Smartwatch Q,Wearables,Bogotá,4.0,300,180,0.5,150
1404,2023-09-12,Smartwatch Q,Wearables,Bogotá,2.0,300,180,0.0,150
1449,2023-11-05,Audifonos Bluetooth,Audio,Barranquilla,3.0,450,250,0.0,220
1595,2023-11-24,Smartphone Pro X,Smartphones,Barranquilla,1.0,800,550,0.4,220
1466,2023-10-12,Audifonos Bluetooth,Audio,Medellín,2.0,450,250,0.0,180
1483,2023-09-18,Smartphone Pro X,Smartphones,Bogotá,1.0,800,550,0.0,150
1185,2023-10-14,Smartwatch Q,Wearables,Cali,4.0,300,180,0.0,200
1625,2023-11-24,Laptop Gamer Z,Laptops,Barranquilla,1.0,2500,1800,0.4,220
1183,2023-10-04,Smartphone Pro X,Smartphones,Bogotá,3.0,800,550,0.0,150
1038,2023-10-10,Audifonos Bluetooth,Audio,Medellín,1.0,450,250,0.0,180
1227,2023-10-03,Smartwatch Q,Wearables,Medellín,2.0,300,180,0.0,180
1517,2023-11-24,Audifonos Bluetooth,Audio,Cali,4.0,450,250,0.4,200
1586,2023-11-24,Laptop Gamer Z,Laptops,Medellín,3.0,2500,1800,0.6,180
1353,2023-09-20,Audifonos Bluetooth,Audio,Barranquilla,4.0,450,250,0.1,220
1226,2023-11-05,Laptop Gamer Z,Laptops,Bogotá,1.0,2500,1800,0.1,150
1061,2023-10-14,Laptop Gamer Z,Laptops,Barranquilla,1.0,2500,1800,0.0,220
1274,2023-09-05,Smartwatch Q,Wearables,Leticia,3.0,300,180,0.05,1650
1214,2023-10-27,Smartphone Pro X,Smartphones,Cartagena,3.0,800,550,0.0,250
1301,2023-09-20,Smartwatch Q,Wearables,Barranquilla,4.0,300,180,0.0,220
1650,2023-11-24,Smartwatch Q,Wearables,Cali,2.0,300,180,0.5,200
1540,2023-11-24,Laptop Gamer Z,Laptops,Cali,3.0,2500,1800,0.4,200
1380,2023-11-07,Laptop Gamer Z,Laptops,Cali,4.0,2500,1800,0.0,200
1056,2023-11-29,Smartphone Pro X,Smartphones,Bogotá,3.0,800,550,0.42,150
1296,2023-11-10,Audifonos Bluetooth,Audio,Medellín,2.0,450,250,0.1,180
1204,2023-11-11,Laptop Gamer Z,Laptops,Bogotá,2.0,2500,1800,0.2,150
1255,2023-09-05,Laptop Gamer Z,Laptops,Bogotá,1.0,2500,1800,0.0,150
1597,2023-11-24,Smartphone Pro X,Smartphones,Barranquilla,4.0,800,550,0.4,220
1579,2023-11-24,Audifonos Bluetooth,Audio,Cali,1.0,450,250,0.6,200
1590,2023-11-24,Audifonos Bluetooth,Audio,Medellín,2.0,450,250,0.5,180
1619,2023-11-24,Smartwatch Q,Wearables,Cartagena,2.0,300,180,0.5,250
1170,2023-11-21,Smartphone Pro X,Smartphones,Medellín,4.0,800,550,0.0,180
1367,2023-10-06,Smartwatch Q,Wearables,Medellín,3.0,300,180,0.0,180
1064,2023-09-14,Laptop Gamer Z,Laptops,Bogotá,3.0,2500,1800,0.0,150
1514,2023-11-24,Smartphone Pro X,Smartphones,Medellín,4.0,800,550,0.6,180
1560,2023-11-24,Audifonos Bluetooth,Audio,Bogotá,4.0,450,250,0.6,150
1305,2023-11-01,Smartwatch Q,Wearables,Medellín,4.0,300,180,0.05,180
1285,2023-11-04,Smartwatch Q,Wearables,Medellín,4.0,300,180,0.0,180
1598,2023-11-24,Smartphone Pro X,Smartphones,Bogotá,4.0,800,550,0.5,150
1641,2023-11-24,Audifonos Bluetooth,Audio,Medellín,4.0,450,250,0.6,180
1433,2023-09-23,Smartphone Pro X,Smartphones,Leticia,4.0,800,550,0.0,1650
1599,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,3.0,800,550,0.6,250
1122,2023-10-15,Audifonos Bluetooth,Audio,Leticia,2.0,450,250,0.0,1650
1449,2023-11-05,Audifonos Bluetooth,Audio,Barranquilla,3.0,450,250,0.0,220
1312,2023-10-29,Smartwatch Q,Wearables,Leticia,4.0,300,180,0.0,1650
1200,2023-11-24,Smartwatch Q,Wearables,Bogotá,2.0,300,180,0.4,150
