ID_Transaccion,Fecha,Producto,Categoria,Ciudad,Cantidad,Precio_Unitario,Costo_Unitario,Descuento_pct,Costo_Envio
1029,2023-10-11,Laptop Gamer Z,Laptops,Cartagena,4.0,2500,1800,0.0,250
1052,2023-09-11,Audifonos Bluetooth,Audio,Barranquilla,1.0,450,250,0.0,220
1103,2023-09-15,Audifonos Bluetooth,Audio,Cali,4.0,450,250,0.1,200
1232,2023-11-06,Laptop Gamer Z,WEARABLES,Barranquilla,3.0,2500,1800,0.0,220
1112,2023-11-08,Audifonos Bluetooth,Audio,Bogotá,1.0,450,250,0.2,150
1483,2023-09-18,Smartphone Pro X,Smartphones,Bogotá,1.0,800,550,0.0,150
1142,2023-11-26,Smartwatch Q,Wearables,Cali,3.0,300,180,0.45,200
1252,2023-11-22,Smartwatch Q,Wearables,Bogotá,3.0,300,180,0.0,150
1246,2023-10-02,Smartwatch Q,Wearables,Cartagena,1.0,300,180,0.0,250
1270,2023-09-09,Smartwatch Q,Wearables,Barranquilla,4.0,300,180,0.0,220
1073,2023-09-04,Laptop Gamer Z,Laptops,Bogotá,2.0,2500,1800,0.0,150
1283,2023-10-24,Smartphone Pro X,Smartphones,Cali,4.0,800,550,0.0,200
1207,2023-10-02,Laptop Gamer Z,Laptops,Medellín,2.0,2500,1800,0.05,180
1203,2023-11-10,Smartwatch Q,Wearables,Medellín,4.0,300,180,0.0,180
1318,2023-11-10,Smartwatch Q,Wearables,Bogotá,1.0,300,180,0.0,150
1380,2023-11-07,Laptop Gamer Z,Laptops,Cali,4.0,2500,1800,0.0,200
1165,2023-10-21,Smartwatch Q,Wearables,Cartagena,4.0,300,180,0.0,250
1003,2023-10-19,Audifonos Bluetooth,Audio,Bogotá,4.0,450,250,0.0,150
1163,2023-09-19,Laptop Gamer Z,Laptops,Cartagena,4.0,2500,1800,0.0,250
1201,2023-11-21,Audifonos Bluetooth,Audio,Cali,1.0,450,250,0.0,200
1276,2023-10-16,Smartwatch Q,Wearables,Medellín,3.0,300,180,0.0,180
1427,2023-10-31,Audifonos Bluetooth,Audio,Barranquilla,3.0,450,250,0.2,220
1192,2023-11-13,Smartphone Pro X,Smartphones,Bogotá,2.0,800,550,0.0,150
1451,2023-09-09,Smartphone Pro X,Smartphones,Bogotá,2.0,800,550,0.0,150
1466,2023-10-12,Audifonos Bluetooth,Audio,Medellín,2.0,450,250,0.0,180
1172,2023-11-08,Smartphone Pro X,Smartphones,Barranquilla,4.0,800,550,0.0,220
1081,2023-10-17,Audifonos Bluetooth,Audio,cartagena,1.0,450,250,0.0,200
1291,2023-11-27,Smartphone Pro X,Smartphones,Cartagena,3.0,800,550,0.42,250
1175,2023-09-04,Smartwatch Q,Wearables,Cali,3.0,300,180,0.15,200
1011,2023-09-27,Laptop Gamer Z,Laptops,Barranquilla,,2500,1800,0.0,220
1468,2023-10-30,Smartphone Pro X,Smartphones,Bogotá,2.0,800,550,0.0,150
1302,2023-10-29,Laptop Gamer Z,Laptops,Bogotá,2.0,2500,1800,0.0,150
1064,2023-09-14,Laptop Gamer Z,Laptops,Bogotá,3.0,2500,1800,0.0,150
1065,2023-10-27,Smartwatch Q,Wearables,Leticia,4.0,300,180,0.0,1650
1062,2023-11-28,Smartwatch Q,Wearables,Cartagena,2.0,300,180,0.42,250
1453,2023-10-12,Smartwatch Q,Wearables,Medellín,1.0,300,180,0.2,180
1322,2023-09-12,Audifonos Bluetooth,Audio,Medellín,4.0,450,250,0.0,180
1462,2023-11-12,Audifonos Bluetooth,Audio,Cartagena,4.0,450,250,0.1,250
1406,2023-11-17,Smartwatch Q,Wearables,Bogotá,1.0,300,180,0.0,150
1082,2023-11-24,Laptop Gamer Z,Laptops,Cali,2.0,2500,1800,0.4,200
1009,2023-09-08,Laptop Gamer Z,Laptops,Leticia,2.0,2500,1800,0.0,1650
1368,2023-10-11,Laptop Gamer Z,Laptops,Medellín,4.0,2500,1800,0.0,180
1280,2023-10-08,Laptop Gamer Z,Laptops,Cali,4.0,2500,1800,0.0,200
1281,2023-09-24,Audifonos Bluetooth,Audio,Bogotá,2.0,450,250,0.0,150
1488,2023-10-01,Smartwatch Q,Wearables,Barranquilla,1.0,300,180,0.0,220
1097,2023-09-16,Smartwatch Q,Wearables,Medellín,2.0,300,180,0.0,180
1086,2023-11-15,Audifonos Bluetooth,Audio,Barranquilla,1.0,450,250,0.0,220
1143,2023-10-28,Smartwatch Q,Wearables,Cartagena,4.0,300,180,0.0,250
1282,2023-09-15,Smartwatch Q,Wearables,cali,2.0,300,180,0.0,200
1449,2023-11-05,Audifonos Bluetooth,Audio,Barranquilla,3.0,450,250,0.0,220
1122,2023-10-15,Audifonos Bluetooth,Audio,Leticia,2.0,450,250,0.0,1650
1415,2023-11-06,Laptop Gamer Z,Laptops,Bogotá,2.0,2500,1800,0.0,150
1038,2023-10-10,Audifonos Bluetooth,Audio,Medellín,1.0,450,250,0.0,180
1181,2023-09-12,Audifonos Bluetooth,Audio,Barranquilla,2.0,450,250,0.0,220
1463,2023-10-07,Smartwatch Q,Wearables,Bogotá,1.0,300,180,0.15,150
1138,2023-10-27,Smartwatch Q,Wearables,Medellín,4.0,300,180,0.0,180
1402,2023-10-27,Laptop Gamer Z,Laptops,Bogotá,1.0,2500,1800,0.0,150
1367,2023-10-06,Smartwatch Q,Wearables,Medellín,3.0,300,180,0.0,180
1286,2023-10-24,Smartwatch Q,Wearables,Medellín,1.0,300,180,0.0,180
1345,2023-11-14,Laptop Gamer Z,Laptops,Leticia,4.0,2500,1800,0.0,1650
1407,2023-11-30,Smartwatch Q,Wearables,Leticia,4.0,300,180,0.4,1650
1176,2023-10-06,Laptop Gamer Z,Laptops,Cali,2.0,2500,1800,0.0,200
1070,2023-11-21,Laptop Gamer Z,Laptops,Bogotá,3.0,2500,1800,0.0,150
1016,2023-10-09,Laptop Gamer Z,Laptops,Bogotá,4.0,2500,1800,0.0,150
1435,2023-11-18,Audifonos Bluetooth,Audio,Bogotá,4.0,450,250,0.0,150
1401,2023-10-19,Smartphone Pro X,Smartphones,Barranquilla,2.0,800,550,0.0,220
1037,2023-10-06,Laptop Gamer Z,Laptops,Medellín,4.0,2500,1800,0.0,180
1208,2023-11-22,Laptop Gamer Z,Laptops,Barranquilla,1.0,2500,1800,0.0,220
1343,2023-11-10,Smartwatch Q,Wearables,Leticia,4.0,300,180,0.0,1650
1168,2023-10-18,Smartwatch Q,Wearables,Cali,4.0,300,180,0.0,200
1059,2023-11-27,Audifonos Bluetooth,Audio,Barranquilla,3.0,450,250,0.45,220
1108,2023-09-03,Smartwatch Q,Wearables,Barranquilla,1.0,300,180,0.0,220
1366,2023-10-10,Smartphone Pro X,Smartphones,Medellín,3.0,800,550,0.05,180
1400,2023-09-08,Smartwatch Q,Wearables,Bogotá,1.0,300,180,0.0,150
1297,2023-11-04,Audifonos Bluetooth,smartphones,Barranquilla,4.0,450,250,0.05,220
1294,2023-09-12,Laptop Gamer Z,Laptops,Cali,1.0,2500,1800,0.0,200
1221,2023-09-01,Audifonos Bluetooth,Audio,Bogotá,3.0,450,250,0.0,150
1093,2023-09-30,Audifonos Bluetooth,Audio,Medellín,4.0,450,250,0.0,180
1490,2023-11-06,Laptop Gamer Z,Laptops,Cartagena,2.0,2500,1800,0.1,250
1499,2023-11-08,Laptop Gamer Z,Laptops,Bogotá,3.0,2500,1800,0.0,150
1266,2023-10-24,Smartphone Pro X,Smartphones,Bogotá,4.0,800,550,0.0,150
1148,2023-11-04,Laptop Gamer Z,Laptops,Medellín,1.0,2500,1800,0.0,180
1135,2023-09-05,Smartwatch Q,Wearables,Medellín,3.0,300,180,0.0,180
1337,2023-10-02,Audifonos Bluetooth,Audio,Cartagena,3.0,450,250,0.05,250
1075,2023-10-19,Laptop Gamer Z,Laptops,Bogotá,3.0,2500,1800,0.0,150
1396,2023-10-03,Laptop Gamer Z,Laptops,Barranquilla,2.0,2500,1800,0.0,220
1484,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,3.0,800,550,0.45,250
1259,2023-09-07,Smartphone Pro X,Smartphones,Medellín,3.0,800,550,0.0,180
1039,2023-11-11,Smartwatch Q,Wearables,Bogotá,4.0,300,180,0.0,150
1376,2023-11-03,Smartphone Pro X,Smartphones,Cartagena,1.0,800,550,0.0,250
1394,2023-10-24,Audifonos Bluetooth,Audio,Medellín,2.0,450,250,0.0,180
1085,2023-11-20,Laptop Gamer Z,Laptops,Barranquilla,2.0,2500,1800,0.0,220
1013,2023-10-24,Audifonos Bluetooth,Audio,Cali,1.0,450,250,0.0,200
1305,2023-11-01,Smartwatch Q,Wearables,Medellín,4.0,300,180,0.05,180
1334,2023-09-09,Smartwatch Q,Wearables,Barranquilla,1.0,300,180,0.0,220
1498,2023-09-30,Smartphone Pro X,Smartphones,Cali,2.0,800,550,0.0,200
1173,2023-11-10,Smartphone Pro X,Smartphones,Cartagena,2.0,800,550,0.0,250
1313,2023-09-19,Audifonos Bluetooth,Audio,Bogotá,2.0,450,250,0.0,150
1324,2023-11-06,Audifonos Bluetooth,Audio,Bogotá,2.0,450,250,0.0,150
1391,2023-11-04,Smartwatch Q,Wearables,Medellín,1.0,300,180,0.0,180
1410,2023-11-26,Smartwatch Q,Wearables,Leticia,4.0,300,180,0.4,1650
1005,2023-11-03,Audifonos Bluetooth,Audio,Bogotá,2.0,450,250,0.0,150
1358,2023-11-11,Smartphone Pro X,Smartphones,Cali,1.0,800,550,0.15,200
1301,2023-09-20,Smartwatch Q,Wearables,Barranquilla,4.0,300,180,0.0,220
1145,2023-11-13,Smartwatch Q,Wearables,Leticia,2.0,300,180,0.0,1650
1260,2023-09-20,Smartphone Pro X,Smartphones,Medellín,3.0,800,550,0.0,180
1055,2023-10-26,Smartphone Pro X,Smartphones,Cartagena,1.0,800,550,0.0,250
1196,2023-10-30,Smartphone Pro X,Smartphones,Medellín,1.0,800,550,0.0,180
1164,2023-10-26,Laptop Gamer Z,Laptops,Barranquilla,2.0,2500,1800,0.0,220
1210,2023-10-27,Smartwatch Q,Wearables,Cali,4.0,300,180,0.0,200
1381,2023-10-08,Laptop Gamer Z,Laptops,Barranquilla,2.0,2500,1800,0.0,220
1234,2023-09-10,Audifonos Bluetooth,Audio,Medellín,1.0,450,250,0.0,180
1383,2023-10-26,Audifonos Bluetooth,Audio,Medellín,3.0,450,250,0.0,180
1303,2023-09-12,Laptop Gamer Z,Laptops,Bogotá,3.0,2500,1800,0.0,150
1277,2023-10-28,Audifonos Bluetooth,LAPTOPS,Barranquilla,3.0,450,250,0.15,220
1107,2023-10-29,Smartphone Pro X,Smartphones,Medellín,4.0,800,550,0.0,180
1320,2023-09-11,Laptop Gamer Z,Laptops,Cali,2.0,2500,1800,0.0,200
1393,2023-10-27,Audifonos Bluetooth,Audio,Cartagena,4.0,450,250,0.0,250
1025,2023-10-01,Smartphone Pro X,Smartphones,Bogotá,2.0,800,550,0.0,150
1044,2023-11-23,Laptop Gamer Z,Laptops,Bogotá,1.0,2500,1800,0.0,150
1309,2023-09-20,Audifonos Bluetooth,Audio,Leticia,3.0,450,250,0.0,1650
1325,2023-10-27,Audifonos Bluetooth,Audio,Medellín,1.0,450,250,0.0,180
1272,2023-10-03,Audifonos Bluetooth,Audio,Bogotá,1.0,450,250,0.0,150
1346,2023-11-13,Smartphone Pro X,Smartphones,Barranquilla,1.0,800,550,0.0,220
1083,2023-09-05,Laptop Gamer Z,Laptops,Leticia,4.0,2500,1800,0.15,1650
1167,2023-10-02,Smartphone Pro X,Smartphones,Leticia,1.0,800,550,0.0,1650
1223,2023-11-09,Smartphone Pro X,Smartphones,Bogotá,2.0,800,550,0.0,150
1446,2023-10-15,Smartphone Pro X,Smartphones,Bogotá,2.0,800,550,0.0,150
1125,2023-11-05,Smartwatch Q,Wearables,Cartagena,2.0,300,180,0.0,250
1443,2023-09-01,Smartphone Pro X,Smartphones,Medellín,4.0,800,550,0.0,180
1102,2023-09-27,Smartwatch Q,Wearables,Bogotá,1.0,300,180,0.0,150
1460,2023-09-09,Smartphone Pro X,Smartphones,Barranquilla,4.0,800,550,0.0,220
1077,2023-10-30,Audifonos Bluetooth,Audio,Barranquilla,1.0,450,250,0.0,220
1133,2023-11-07,Audifonos Bluetooth,Audio,Leticia,1.0,450,250,0.0,1650
1196,2023-10-30,Smartphone Pro X,Smartphones,Medellín,1.0,800,550,0.0,180
1151,2023-11-20,Smartwatch Q,Wearables,Bogotá,3.0,300,180,0.0,150
1483,2023-09-18,Smartphone Pro X,Smartphones,Bogotá,1.0,800,550,0.0,150
1027,2023-09-01,Smartphone Pro X,Smartphones,Bogotá,2.0,800,550,0.05,150
1341,2023-10-01,Smartphone Pro X,Smartphones,Cartagena,1.0,800,550,0.0,250
1467,2023-11-02,Audifonos Bluetooth,Audio,Medellín,4.0,450,250,0.15,180
1113,2023-09-06,Laptop Gamer Z,Laptops,Bogotá,4.0,2500,1800,0.0,150
1307,2023-11-11,Audifonos Bluetooth,Audio,Cali,4.0,450,250,0.0,200
1482,2023-11-06,Smartwatch Q,Wearables,Cartagena,1.0,300,180,0.0,250
1375,2023-09-13,Smartwatch Q,Wearables,Medellín,3.0,300,180,0.0,180
1028,2023-11-27,Laptop Gamer Z,Laptops,Leticia,4.0,2500,1800,0.4,1650
1263,2023-11-11,Audifonos Bluetooth,Audio,Cali,1.0,450,250,0.0,200
1378,2023-10-14,Audifonos Bluetooth,Audio,Cali,3.0,450,250,0.15,200
1111,2023-09-16,Audifonos Bluetooth,Audio,Medellín,2.0,450,250,0.0,180
1470,2023-11-02,Laptop Gamer Z,Laptops,Bogotá,2.0,2500,1800,0.0,150
1205,2023-10-23,Smartphone Pro X,Smartphones,Leticia,4.0,800,550,0.0,1650
1231,2023-10-10,Audifonos Bluetooth,Audio,Leticia,1.0,450,250,0.0,1650
1191,2023-11-27,Laptop Gamer Z,Laptops,Bogotá,3.0,2500,1800,0.45,150
1485,2023-11-22,Laptop Gamer Z,Laptops,Medellín,4.0,2500,1800,0.0,180
1206,2023-09-11,Smartwatch Q,Wearables,Cartagena,3.0,300,180,0.0,250
1261,2023-10-06,Audifonos Bluetooth,Audio,Cali,2.0,450,250,0.15,200
1171,2023-09-13,Audifonos Bluetooth,Audio,Cali,3.0,450,250,0.0,200
1422,2023-11-22,Smartwatch Q,Wearables,Cartagena,4.0,300,180,0.0,250
1431,2023-10-05,Audifonos Bluetooth,Audio,Leticia,3.0,450,250,0.0,1650
1057,2023-10-28,Smartphone Pro X,Smartphones,Medellín,3.0,800,550,0.0,180
1149,2023-10-22,Smartphone Pro X,Smartphones,Bogotá,2.0,800,550,0.0,150
1242,2023-09-01,Smartwatch Q,Wearables,Cali,4.0,300,180,0.1,200
1088,2023-11-28,Audifonos Bluetooth,Audio,Medellín,2.0,450,250,0.4,180
1248,2023-11-17,Smartphone Pro X,Smartphones,Medellín,1.0,800,550,0.0,180
1091,2023-11-26,Smartwatch Q,Wearables,Leticia,3.0,300,180,0.45,1650
1098,2023-09-10,Audifonos Bluetooth,Audio,Cartagena,2.0,450,250,0.0,250
1117,2023-09-20,Smartwatch Q,Wearables,Bogotá,3.0,300,180,0.0,150
1182,2023-10-27,Audifonos Bluetooth,Audio,Cali,3.0,450,250,0.0,200
1414,2023-09-18,Smartwatch Q,Wearables,Barranquilla,2.0,300,180,0.15,220
1409,2023-09-13,Audifonos Bluetooth,Audio,Medellín,4.0,450,250,0.0,180
1214,2023-10-27,Smartphone Pro X,Smartphones,Cartagena,3.0,800,550,0.0,250
1395,2023-11-20,Smartphone Pro X,Smartphones,Bogotá,1.0,800,550,0.2,150
1289,2023-11-02,Laptop Gamer Z,Laptops,Cali,4.0,2500,1800,0.0,200
1404,2023-09-12,Smartwatch Q,Wearables,Bogotá,2.0,300,180,0.0,150
1492,2023-09-30,Smartwatch Q,Wearables,Cali,3.0,300,180,0.0,200
1338,2023-09-21,Smartwatch Q,Wearables,Leticia,3.0,300,180,0.0,1650
1425,2023-11-19,Smartwatch Q,Wearables,Cali,1.0,300,180,0.0,200
1226,2023-11-05,Laptop Gamer Z,Laptops,Bogotá,1.0,2500,1800,0.1,150
1090,2023-11-28,Audifonos Bluetooth,Audio,Cali,4.0,450,250,0.42,200
1333,2023-10-07,Audifonos Bluetooth,Audio,Barranquilla,4.0,450,250,0.0,220
1330,2023-09-25,Laptop Gamer Z,Laptops,Leticia,4.0,2500,1800,0.15,1650
1479,2023-11-07,Smartwatch Q,Wearables,Bogotá,4.0,300,180,0.0,150
1374,2023-10-24,Laptop Gamer Z,Laptops,Medellín,4.0,2500,1800,0.0,180
1464,2023-10-18,Smartwatch Q,Wearables,Cartagena,1.0,300,180,0.0,250
1015,2023-09-11,Audifonos Bluetooth,Audio,Cartagena,2.0,450,250,0.0,250
1456,2023-09-07,Audifonos Bluetooth,Audio,Medellín,2.0,450,250,0.0,180
1336,2023-11-29,Audifonos Bluetooth,Audio,Leticia,4.0,450,250,0.45,1650
1121,2023-10-28,Smartwatch Q,Wearables,Medellín,4.0,300,180,0.0,180
1043,2023-10-09,Smartwatch Q,Wearables,Medellín,4.0,300,180,0.0,180
1197,2023-10-02,Smartwatch Q,Wearables,Leticia,2.0,300,180,0.2,1650
1034,2023-11-11,Laptop Gamer Z,Laptops,Bogotá,1.0,2500,1800,0.0,150
1480,2023-09-07,Laptop Gamer Z,Laptops,Cali,1.0,2500,1800,0.05,200
1434,2023-10-01,Smartwatch Q,Wearables,Cartagena,3.0,300,180,0.0,250
1311,2023-11-30,Smartwatch Q,Wearables,Cartagena,3.0,300,180,0.4,250
1339,2023-11-18,Audifonos Bluetooth,Audio,Barranquilla,4.0,450,250,0.0,220
1306,2023-09-29,Smartwatch Q,Wearables,Bogotá,2.0,300,180,0.0,150
1293,2023-09-24,Smartwatch Q,Wearables,Cartagena,4.0,300,180,0.0,250
1017,2023-11-24,Laptop Gamer Z,Laptops,Barranquilla,2.0,2500,1800,0.42,220
1159,2023-10-12,Smartwatch Q,AUDIO,Cartagena,3.0,300,180,0.15,250
1244,2023-11-14,Audifonos Bluetooth,Audio,Cali,3.0,450,250,0.2,200
1067,2023-11-27,Audifonos Bluetooth,Audio,Cartagena,3.0,450,250,0.45,250
1428,2023-11-21,Laptop Gamer Z,Laptops,Leticia,3.0,2500,1800,0.0,1650
1447,2023-11-16,Audifonos Bluetooth,Audio,Cali,4.0,450,250,0.0,200
1120,2023-09-19,Smartwatch Q,Wearables,Medellín,3.0,300,180,0.1,180
1458,2023-09-19,Laptop Gamer Z,Laptops,Cali,2.0,2500,1800,0.0,200
1066,2023-09-04,Laptop Gamer Z,Laptops,Medellín,2.0,2500,1800,0.0,180
1475,2023-09-18,Smartphone Pro X,Smartphones,Barranquilla,2.0,800,550,0.2,220
1010,2023-10-05,Smartphone Pro X,Smartphones,Bogotá,4.0,800,550,0.05,150
1019,2023-09-02,Smartphone Pro X,Smartphones,Leticia,3.0,800,550,0.0,1650
1154,2023-10-28,Audifonos Bluetooth,Audio,Medellín,3.0,450,250,0.0,180
1304,2023-10-23,Smartphone Pro X,Smartphones,Medellín,2.0,800,550,0.0,180
1257,2023-09-15,Audifonos Bluetooth,Audio,Cali,3.0,450,250,0.05,200
1389,2023-11-09,Smartwatch Q,Wearables,Bogotá,2.0,300,180,0.1,150
